100001,4433760070598449
100002,3589398827301065
100003,5340575368158842
100004,5364660186429861
100005,5163962494627771
100006,5107456901961033
100007,3547212356041986
100008,5462210173333425
100009,5147604345866278
100010,3531309894151010
100011,4029201069490955
100012,4982833530574914
100013,3531246365565050
100014,3528490899951630
100015,5152752084388947
100016,3589141553925386
100017,3589291666328146
100018,5365747297022625
100019,5438136121540664
100020,3589684754017748
100021,5460145064017313
100022,3547026457395611
100023,5254969614154095
100024,3528579437900104
100025,3547266032231782
100026,4825666864824123
100027,5121720043595393
100028,5519703022746447
100029,5485369752529451
100030,5296402677541875
100031,3547690542867468
100032,4207775588065134
100033,3531419752260284
100034,5344320464334827
100035,5233585295453800
100036,5589577633632255
100037,5329502291777503
100038,3589449224144604
100039,5526737682052746
100040,5340449106154798
100041,5375930445209854
100042,3589918819382639
100043,3531179521902428
100044,3547185599706332
100045,5309785877335081
100046,3589836785687910
100047,5182760641847746
100048,3528712572283433
100049,5277794519118227
100050,4625620410881898
100051,5163853335453741
100052,5160807482345905
100053,5135237303437167
100054,5325966131987685
100055,5480859451898327
100056,4305915405219116
100057,5502504811758083
100058,5271858928223778
100059,5585094588302017
100060,3547776801830459
100061,5325638921490272
100062,5111527608027266
100063,5272047361971755
100064,3528217658406853
100065,3547192783526811
100066,4216589030395361
100067,3531584788302005
100068,3528442647862008
100069,5133129176753219
100070,3528647941763904
100071,5179873740402273
100072,5242618182935810
100073,5195814187582492
100074,4974320918672267
100075,5246584995663781
100076,5437332113139369
100077,5174123684301305
100078,3528165499802897
100079,3547207894317442
100080,5152255078138002
100081,3589148565328923
100082,3528112587298667
100083,3528089883401336
100084,3547602921036082
100085,3531141985688314
100086,5109978741066439
100087,5252839333453195
100088,5215241609607872
100089,4062612002707328
100090,5452345179300870
100091,5192028516436178
100092,3547086354739562
100093,5298781111375392
100094,3589750415081715
100095,3547777763429822
100096,5324179499909271
100097,3531263289014593
100098,5107461269045918
100099,5101263724415837
100100,3531864672798678
100101,3528429213282065
100102,3528298497502583
100103,3589622706434612
100104,3547562366731802
100105,3528271877453147
100106,5113225692873798
100107,5507346789335065
100108,3589254488360776
100109,5266045758835123
100110,3589302998395876
100111,3528998830726864
100112,3528323322909326
100113,5224702928891931
100114,3528408945435650
100115,5319405387002557
100116,3531388103619091
100117,3531688097158991
100118,5284819894725114
100119,5137476896574138
100120,5220183383757103
100121,5592405388196277
100122,4375319475655915
100123,3589403975396207
100124,5171445216504994
100125,4129259702235838
100126,3547554932843330
100127,4718952932245629
100128,3528889302973529
100129,4814224917413369
100130,3547863603366091
100131,5251060498385928
100132,5349078769620239
100133,3589430640570691
100134,5245638360384237
100135,5210654132037694
100136,5345189390645857
100137,5225993429635070
100138,4740918236670652
100139,4660444178141685
100140,3589166622165086
100141,5193614305394481
100142,5308341436069978
100143,5402012133720915
100144,5224627498128950
100145,3547114315104002
100146,3589355562550952
100147,3547637585280002
100148,4743196340526903
100149,5470558206049524
100150,3589539760132228
100151,3589139655977214
100152,3589819236662932
100153,5325765828555348
100154,5245575618256961
100155,5268967047149698
100156,3528023400159580
100157,5297558078812199
100158,5353911567791634
100159,4219147723071519
100160,3589466709247989
100161,5307258258389085
100162,5464380839630186
100163,4755302063508535
100164,3589989044032068
100165,3547789256177304
100166,5322572477052489
100167,4641468590459558
100168,4501776578576384
100169,4844995952270632
100170,3589917319490192
100171,5366682250648090
100172,3547427399887432
100173,5224301521609467
100174,3528501665433560
100175,5593815651018703
100176,3531533630644355
100177,5433177928114921
100178,3531152841603402
100179,3589184654066569
100180,3531833287807852
100181,5524099996592947
100182,4471680050402416
100183,5193094681466675
100184,5238632434119920
100185,5571440438348649
100186,3589386975034416
100187,5538873168687292
100188,4837282808615682
100189,3528999621575424
100190,4644479049818226
100191,5430892161286324
100192,4915156098436218
100193,5332823143146627
100194,5280390418524720
100195,3589845930073233
100196,5181339862147756
100197,3528009363234966
100198,5220672688990558
100199,3531176120512202
100200,5394975209229560
100201,5542165863572758
100202,3547853478548360
100203,5491084339766313
100204,3531213597951781
100205,5455939268104485
100206,5355978506947798
100207,5429943273121534
100208,5137679325508104
100209,5130140065225435
100210,5178852958658268
100211,3531381882911434
100212,3589105194333989
100213,3589076871761370
100214,5169557837417535
100215,5307280229215085
100216,3528092751633179
100217,5453361713795411
100218,5424408216728411
100219,5583137423641600
100220,5443203882731971
100221,5300416896085282
100222,3528619172406842
100223,5320777656211348
100224,3528807078764355
100225,5314493538366732
100226,5416269857706206
100227,5376939415355249
100228,5266625734555426
100229,5223249022025935
100230,5216325909441805
100231,5202320147432616
100232,3547161230367262
100233,3589113099399006
100234,4864904151739769
100235,5530883622170920
100236,5385191185813063
100237,5327520659398130
100238,3547598852039860
100239,5418513923899564
100240,3531709412437009
100241,5410140900189593
100242,5520611599763501
100243,3531196298307441
100244,5599189409616754
100245,5582479097470172
100246,3528037671980868
100247,5332277764883600
100248,5273028229767750
100249,5384644849513784
100250,3547621373200347
100251,4984833371981905
100252,5284720818456949
100253,5110268195649364
100254,3531025427313518
100255,3589138970358930
100256,5545975473114626
100257,5352624970002108
100258,5358497933332092
100259,5379565395254835
100260,5391038360270824
100261,5255167171309081
100262,5253300754293731
100263,3528461320360873
100264,4155835083492283
100265,3589864996908345
100266,3589875952099148
100267,5383953361481868
100268,5520019498698738
100269,5397180852586501
100270,5112729303697255
100271,3528430742241054
100272,5215725085270378
100273,5584634687095400
100274,5374787514186356
100275,3589748206558992
100276,3547580850289154
100277,5234764004126560
100278,3531470573511200
100279,4146688839923762
100280,3547030907502127
100281,5514806375883216
100282,5491987629438158
100283,4989446711311445
100284,3589692067846857
100285,5559904920337536
100286,5591600597792815
100287,5336147303798689
100288,5323165305183624
100289,5268245568956983
100290,3531478611086137
100291,5143986565704024
100292,3531049238297597
100293,3528802575091587
100294,3531193820355935
100295,5335584851658394
100296,4604047685259281
100297,5161963778211416
100298,3528959214533707
100299,5335159497920144
100300,5149324862433585
100301,3589288803118867
100302,5358085102369964
100303,3589504065583603
100304,3547988887049320
100305,5306553160747858
100306,5410870385652521
100307,3528605870533622
100308,5491554866819480
100309,3531390543827888
100310,3589724710236113
100311,5423573804104773
100312,3589036020548400
100313,3589706747848111
100314,3589838259846929
100315,3531604741789408
100316,5485645467933735
100317,3589523401368242
100318,3531978405297858
100319,3547554591281560
100320,5585420532028495
100321,4867992780716639
100322,5522346020757308
100323,5515756816489823
100324,5168484735977511
100325,5572794551050017
100326,5118924028219530
100327,3589858606180003
100328,4365483008368064
100329,5309433603398067
100330,3589233260267590
100331,5459749103545832
100332,3531919245897014
100333,5583648664781956
100334,3547187494767446
100335,3528526343960602
100336,5423865145101992
100337,5255208388065686
100338,4063679811246783
100339,5234678447065839
100340,5252881464168078
100341,3547758254905268
100342,5142547340138018
100343,5267149079718152
100344,4043547191191364
100345,5527574543877789
100346,5576323818326484
100347,5355929904392451
100348,5424287408349815
100349,3547589490822241
100350,3547920770668029
100351,5445099789983364
100352,5388091705701793
100353,3589592834719818
100354,5231358147601104
100355,5543370282024994
100356,5358871127792292
100357,5553809176211380
100358,5246350871860055
100359,3547644339518583
100360,5596915532052107
100361,5319611086978633
100362,5552203123862027
100363,3547455561305613
100364,3589466747324407
100365,5414398871679915
100366,3531306739724922
100367,3589301255677972
100368,3547753676304937
100369,5362424725931116
100370,4511765711195788
100371,3589961340594076
100372,5196323849751954
100373,3547024701958081
100374,5377917070450187
100375,4555697251379426
100376,3589328823582001
100377,3547128521978381
100378,4796963118612476
100379,3531560335387925
100380,5174545101395554
100381,5159886025043711
100382,5554468824500564
100383,3547921459339507
100384,5587948040733997
100385,3547333900195660
100386,5518455226819240
100387,3547237337835889
100388,3589404176874775
100389,5469788209638704
100390,4458422228471625
100391,5418918077689468
100392,5130326792227503
100393,5532164565833593
100394,5390092109859123
100395,3589271612112267
100396,4710043498862731
100397,5182803717216268
100398,3547159371629919
100399,5374237312083193
100400,3531754544838496
100401,3528589062114205
100402,3589674360835181
100403,5473224425321784
100404,5193803710850467
100405,3547870016223072
100406,5375828497567317
100407,3528648027930671
100408,3528843107937209
100409,5128918670572243
100410,5293201452293816
100411,3547453012928879
100412,5491512784776032
100413,3528324504846299
100414,3589579180881920
100415,5297630003446827
100416,3589390176900779
100417,5161184370195601
100418,4035794317095042
100419,4989520347880517
100420,3531397030040795
100421,3547072898760496
100422,3589655084000950
100423,5135098208978265
100424,5399117651431913
100425,5497889737137821
100426,4677212791863999
100427,5151316249242916
100428,5258958387917335
100429,5543117640924803
100430,3528846057334054
100431,5542453025089407
100432,5443758231173269
100433,5397896378823986
100434,4212329183054752
100435,5368237638775635
100436,5585616024823934
100437,5184399729074985
100438,3589383178222487
100439,5436097823953452
100440,5204210080330248
100441,3547995749959936
100442,5494920985008739
100443,5502577958355749
100444,5123481026525351
100445,3528113109353309
100446,3531051870629225
100447,5258584109247674
100448,3528893929073100
100449,5176085922089702
100450,3589803099062268
100451,3531095128365986
100452,5559887084473831
100453,5220336503958886
100454,5348498148892037
100455,5410632364718822
100456,3531155618292734
100457,3528375003029547
100458,5258634699046304
100459,5456296914203309
100460,3547693595166968
100461,3547066729486198
100462,3528958676571739
100463,3589793398409461
100464,5562176806752401
100465,5580946230294138
100466,5293637455970126
100467,5452197717188807
100468,5221770846364167
100469,5360347688119098
100470,4831949353383525
100471,3589699024691358
100472,3547774905388911
100473,5262989956782736
100474,5152014251412250
100475,3531999737968001
100476,3589456163725039
100477,5480209920099651
100478,5502190637797663
100479,3589129719756503
100480,3589899483475508
100481,3589140204208530
100482,3547895729255994
100483,3589602102315742
100484,5550535914257283
100485,3531223327340224
100486,5483416988833183
100487,5100200915771296
100488,3547816088262995
100489,5564408301656345
100490,5276416897829860
100491,3547039339215064
100492,3528585093839965
100493,3528958975447370
100494,5574606980968915
100495,5240768446344307
100496,3589607581871871
100497,5249926055764665
100498,5573244003755419
100499,5152076755342658
100500,5334111288049067
100501,5259668328686282
100502,5495562129503545
100503,5438543048007160
100504,3531300038432461
100505,4151831620551713
100506,5116671208267944
100507,5588716130899979
100508,3547986171708457
100509,5330800525299311
100510,5148693892639152
100511,3589079418024677
100512,5424415810746186
100513,5564861964848183
100514,3528847415125461
100515,4180870740246928
100516,5249335829120000
100517,5219910945034043
100518,3528909073698454
100519,3531310837396749
100520,5428955750303599
100521,3547734739607710
100522,5299556711648877
100523,4074320588423122
100524,3547875397233222
100525,5255841452692750
100526,3531014870687503
100527,3589869462103354
100528,4359921472651472
100529,5545553481073898
100530,3531497817622170
100531,5126121701618845
100532,5259165817689439
100533,3528785573465579
100534,5306375281468967
100535,5220097534933447
100536,3531957331947355
100537,3547744011319997
100538,5432518879108144
100539,5293173928701871
100540,5450083564650568
100541,5387285838485493
100542,4301502993471896
100543,5539885778710433
100544,5390661837629752
100545,3547642409654713
100546,3589870612960047
100547,5502226249602920
100548,3589001108464011
100549,5278285753219389
100550,3528442303191687
100551,5425133708494936
100552,3547744252630217
100553,5382253138360111
100554,5494367663992625
100555,5292160522568451
100556,5120544405629042
100557,4137514834952777
100558,3528552806841558
100559,5415699171907748
100560,4424543918144083
100561,5205506533692064
100562,3589984327469598
100563,4760978127808202
100564,4310341940601255
100565,4373211224560839
100566,3531085145384067
100567,3528888665957637
100568,5445967223788261
100569,5291754171904585
100570,3589468544432800
100571,3547049063342537
100572,5496575248124970
100573,3531920654152075
100574,4993519727857968
100575,3547668188535060
100576,5278264069431931
100577,5334019475235840
100578,3528601016385402
100579,4165448256194060
100580,4525262997144384
100581,5203839145741867
100582,3589740754636021
100583,3589770400050791
100584,4865685621231057
100585,5420444124501386
100586,3531899806292498
100587,3531559523937902
100588,3531040304117968
100589,3531056252285817
100590,5247465474263892
100591,5430043814279373
100592,3589982270706016
100593,5154193766212291
100594,5143230453697538
100595,3528213502090636
100596,5282554894413166
100597,5539376272526235
100598,5249409196196194
100599,5229894683141187
100600,3547661564241133
100601,5358293177936344
100602,3589793773762262
100603,5517178839953346
100604,3589901223120067
100605,3547313873123703
100606,5120578411788950
100607,4227774771104176
100608,3528614025190748
100609,5276700762601486
100610,5175585601164123
100611,3547910583167298
100612,3547388993716404
100613,3528310275770796
100614,3531099761683301
100615,5277006162453530
100616,5574940581214604
100617,3547515427473926
100618,3528488212600110
100619,4495458626216040
100620,5423852849056237
100621,5196631673825791
100622,5253937206016515
100623,3531576751694589
100624,5586483341768968
100625,3547214111372033
100626,5337120550217436
100627,3547181897608376
100628,5473835751662698
100629,5501266857508472
100630,5169944021560562
100631,5387893452204303
100632,3531047005942727
100633,5394162605389853
100634,5400595349013886
100635,3528210575606364
100636,5436543121093038
100637,5563643621062653
100638,3589342613604637
100639,3589650102608399
100640,4225572969462961
100641,5260307776880151
100642,3531131059354138
100643,5269845116889443
100644,5246126563992214
100645,3528413136978177
100646,4069954468670173
100647,5379262507918382
100648,5186464988703090
100649,3547467436977037
100650,5442205363774146
100651,5475729589157966
100652,5447647292185076
100653,3531996250680428
100654,5230119025327725
100655,3547694395960055
100656,4885330142721081
100657,5572902424184633
100658,3589440886536242
100659,3528804923585516
100660,5345364814292228
100661,3531336092292075
100662,5257612725632243
100663,5505475052935673
100664,3589525841801488
100665,3547276601992298
100666,5549322065411928
100667,5253899798697854
100668,3528369684137946
100669,5463153021712395
100670,5318287728879617
100671,3528227401976699
100672,5298812211247409
100673,5360837233430273
100674,3528898920088120
100675,5160673992804900
100676,5139921720482851
100677,5390292380821222
100678,3589542939935729
100679,5527732798491506
100680,5557209781052275
100681,3528505785149554
100682,3531998488555830
100683,3528637313146007
100684,3528783034137787
100685,5306068049843323
100686,5599199182225003
100687,3528093313361343
100688,5487830547999691
100689,3531715672874433
100690,5329533817627867
100691,5502762494821727
100692,5316898925595757
100693,5414438003397083
100694,5478466580185659
100695,3531723304848758
100696,5209794646412596
100697,5325428339492264
100698,3531778989670827
100699,5368370510996931
100700,5577326439078170
100701,5170941772168143
100702,5313299279474663
100703,5583232542176404
100704,3547246485601097
100705,3528057988496642
100706,3531239173631430
100707,3528515007739929
100708,3528708741516689
100709,5230600602824603
100710,3547927622769945
100711,3547039876087076
100712,5419622843324896
100713,5367189047196662
100714,4476799715717457
100715,3547607411046972
100716,3589769109276027
100717,3547717894994656
100718,5136706209446399
100719,5409485554533011
100720,3531198997812805
100721,4786540639286826
100722,5274173304983266
100723,5514914776396472
100724,3589335690896317
100725,3528206236458655
100726,5224552362681830
100727,3528000813252023
100728,5368018630959506
100729,4126667666443816
100730,5293442099836187
100731,5233153665541600
100732,5356791352427078
100733,3528011884892544
100734,5242054920181054
100735,3528072393095229
100736,3589177188448587
100737,5104281243505024
100738,5112519444097407
100739,3547284941119360
100740,5174474473374756
100741,5340651326780299
100742,3547990474217898
100743,3547958552376729
100744,3531983276376916
100745,3531795977177111
100746,5283834044672760
100747,3547871729502639
100748,5550520613673066
100749,5349469342292859
100750,5167074756304791
100751,3528123026873335
100752,3547399388601520
100753,5162100948155433
100754,3547800688178128
100755,3589206425106713
100756,5238313937840811
100757,5319664974307152
100758,3589501837946415
100759,5461686081760129
100760,4045770540292529
100761,5392785514195729
100762,5407037049749736
100763,5254127505535919
100764,5224833385644844
100765,5143906631928767
100766,3547147151686102
100767,3547712441584062
100768,5186244168173286
100769,4254910018703718
100770,3547789978930444
100771,3528687528871575
100772,3528148118742555
100773,3589104952443831
100774,3547675384519910
100775,3547819115950879
100776,4672073474052755
100777,5331963864853650
100778,3528869240260890
100779,5196067044313089
100780,4357534984702582
100781,5460402790353241
100782,3528161767128679
100783,4994521033019068
100784,3547143957135276
100785,3547143791737298
